USB_V,USB_A,USB_W,Int_Accel,Ext_Accel,Net_Traffic,RF_Density,Sys_Temp,Label
5.04,0.437,2.201,0.0827,0.1161,7.109,-64.4,45.2,No
5.061,0.017,0.099,0.065,0.017,1.27,-79.0,35.8,No
5.03,0.197,1.021,0.1414,0.183,1.194,-64.7,36.8,No
5.014,1.173,5.805,0.4854,0.3291,24.918,-45.8,65.2,Yes
4.946,1.93,9.52,2.3248,2.1519,88.762,-49.7,73.9,Yes
5.008,0.664,3.302,0.435,0.784,24.616,-65.0,64.7,Yes
5.024,0.213,1.071,0.0603,0.2244,5.997,-60.1,43.7,No
5.06,0.083,0.432,0.0791,0.0436,2.63,-94.8,40.0,No
5.063,0.173,0.887,0.0884,0.0179,0.599,-92.2,33.5,No
5.065,0.155,0.801,0.0534,0.065,0.914,-68.8,37.8,No
5.025,0.378,1.921,0.1158,0.2006,4.295,-56.9,34.9,No
5.029,0.346,1.737,0.1292,0.0504,1.658,-74.7,42.1,No
5.021,0.233,1.164,0.089,0.0378,5.22,-85.2,41.4,No
4.992,0.481,2.412,0.3049,0.2395,7.414,-53.8,49.5,No
5.049,0.128,0.653,0.24,0.1566,7.196,-82.2,49.6,No
5.031,0.114,0.556,0.0998,0.0578,1.268,-99.4,36.6,No
5.006,1.111,5.535,0.6071,0.4317,19.89,-45.9,68.9,No
4.954,2.313,11.471,3.0975,3.0863,136.429,-17.4,85.2,Yes
4.98,1.482,7.328,2.102,1.2483,42.961,-19.8,77.8,Yes
5.02,0.323,1.627,0.1183,0.0281,2.049,-76.1,35.2,No
5.012,0.234,1.166,0.1134,0.1486,3.939,-52.0,42.3,No
5.024,0.182,0.918,0.2308,0.1188,7.175,-95.6,43.2,No
4.929,2.806,13.721,3.4985,4.2113,120.737,-8.6,89.1,Yes
4.924,2.406,11.946,2.6146,3.7075,119.943,-14.5,81.1,Yes
4.89,1.931,9.364,3.1936,3.7598,130.961,-15.6,83.1,Yes
4.898,1.519,7.458,2.9316,3.6361,95.343,-15.1,75.5,Yes
5.014,0.208,1.051,0.2359,0.1514,7.248,-51.2,46.4,No
5.055,0.083,0.42,0.0306,0.0003,0.652,-90.4,38.0,No
5.05,0.119,0.603,0.0581,0.0411,2.279,-98.5,37.2,No
5.018,0.309,1.515,0.1883,0.2068,1.901,-66.8,45.8,No
4.867,1.887,9.278,3.291,3.9081,84.117,-19.6,81.6,Yes
4.928,2.673,13.174,2.2783,4.2513,77.614,-17.9,90.5,Yes
5.025,0.269,1.352,0.1254,0.1843,6.882,-59.7,40.9,No
5.017,0.127,0.661,0.081,0.2022,2.837,-77.7,49.4,No
4.99,0.521,2.603,0.2553,0.1746,7.683,-57.4,51.7,No
4.934,1.712,8.303,2.1508,2.3528,62.649,-23.8,83.0,Yes
4.881,2.46,12.256,3.5754,3.6403,132.504,-15.5,79.0,Yes
5.045,0.359,1.808,0.1028,0.2247,6.531,-86.2,45.6,No
5.037,0.073,0.38,0.0943,0.0388,1.654,-97.2,32.3,No
5.009,2.013,10.124,2.4895,2.3451,92.581,-30.2,72.7,Yes
4.935,2.403,11.868,2.278,2.9892,96.679,-16.4,81.9,Yes
5.054,0.116,0.583,0.0081,0.016,1.134,-104.3,35.3,No
5.018,0.389,1.954,0.1184,0.0824,6.896,-61.5,41.6,No
5.07,0.119,0.581,0.0372,0.0667,0.786,-82.9,30.5,No
4.996,0.664,3.37,0.6484,0.4043,35.178,-41.8,61.6,Yes
5.056,0.102,0.51,0.0417,0.0467,1.34,-87.3,33.8,No
4.964,1.779,8.781,1.3376,2.2189,88.925,-48.1,76.8,Yes
5.021,0.432,2.173,0.2786,0.1334,2.624,-82.8,43.5,No
4.838,2.703,13.149,2.9271,4.2059,77.779,-12.7,89.3,Yes
4.901,1.812,8.88,2.9404,3.7185,97.44,-17.5,87.5,Yes
5.063,0.107,0.552,0.0154,0.0377,2.627,-89.7,30.6,No
4.871,1.877,9.099,2.2713,2.7367,102.119,-20.7,80.7,Yes
5.008,0.706,3.569,0.5922,0.5723,34.795,-30.4,55.5,Yes
5.036,0.077,0.392,0.0214,0.0319,2.855,-86.8,31.7,No
5.04,0.159,0.78,0.2425,0.0729,5.601,-79.8,44.3,No
5.025,0.436,2.154,0.2888,0.1914,6.43,-51.2,51.8,No
4.983,2.053,10.178,2.1136,2.1259,57.682,-26.5,76.2,Yes
5.048,0.053,0.263,0.0167,0.0646,1.299,-82.3,30.0,No
4.849,1.984,9.717,2.7576,3.6001,99.991,-24.9,73.8,Yes
5.052,0.13,0.638,0.0736,0.0187,2.909,-89.4,31.6,No
5.031,0.861,4.3,0.4593,0.316,34.853,-50.6,72.0,Yes
4.998,0.534,2.662,0.2373,0.2634,6.704,-60.2,45.5,No
5.047,0.078,0.402,0.0654,0.0552,2.127,-88.4,37.0,No
5.01,1.14,5.816,0.4752,0.6127,34.957,-65.0,52.0,Yes
4.89,1.893,9.333,3.0243,2.9832,118.419,-19.8,93.8,Yes
4.86,3.012,14.689,3.0204,4.4273,94.207,-24.2,75.2,Yes
4.955,1.743,8.505,2.0355,3.4566,128.171,-14.8,74.8,Yes
5.042,0.161,0.8,0.1055,0.0737,2.131,-80.8,38.3,No
5.032,0.859,4.315,0.8652,0.8391,16.571,-53.6,54.3,Yes
4.895,2.051,10.06,3.4489,3.9612,133.726,-26.8,94.3,Yes
5.041,0.374,1.905,0.1753,0.1879,5.051,-70.5,40.5,No
4.982,0.606,3.054,0.3699,0.4376,41.192,-51.0,52.0,Yes
5.071,0.063,0.321,0.0336,0.0342,0.607,-78.0,41.8,No
5.039,0.268,1.365,0.1559,0.1146,5.78,-87.2,42.7,No
5.002,0.246,1.236,0.1751,0.1977,0.976,-78.0,42.0,No
5.037,0.151,0.742,0.0654,0.1237,4.649,-70.4,46.9,No
5.051,0.048,0.265,0.0352,0.0666,2.507,-82.5,37.5,No
5.068,0.141,0.7,0.0431,0.0055,2.973,-83.9,36.3,No
5.022,0.075,0.385,0.051,0.0732,1.514,-89.7,38.9,No
4.945,1.766,8.725,2.2563,1.1421,72.47,-27.2,71.5,Yes
5.017,0.696,3.476,0.6633,0.5981,14.178,-48.0,66.8,Yes
5.054,0.277,1.414,0.1356,0.1206,5.967,-71.1,49.8,No
4.984,0.89,4.471,0.4245,0.7873,29.605,-40.2,64.8,Yes
5.031,0.944,4.793,0.5215,0.7876,27.445,-39.0,62.0,Yes
4.981,1.776,8.761,1.7694,2.3003,92.347,-45.5,75.9,Yes
5.014,0.137,0.679,0.1863,0.1931,5.996,-80.1,46.6,No
4.962,1.972,9.746,1.4797,1.8744,90.152,-18.7,70.7,Yes
4.945,1.643,8.11,2.7057,3.297,137.311,-13.9,82.1,Yes
5.069,0.435,2.204,0.3016,0.2065,7.227,-59.0,46.9,No
5.053,0.078,0.401,0.0,0.0269,2.476,-89.1,32.6,No
5.037,0.902,4.43,0.7658,0.5007,13.961,-58.5,60.6,Yes
5.059,0.163,0.835,0.0795,0.0819,1.604,-85.5,33.8,No
5.039,0.313,1.569,0.1016,0.167,1.254,-62.3,44.1,No
5.005,1.419,7.062,2.4861,1.7775,83.272,-30.7,68.5,Yes
5.004,1.224,6.165,0.4168,0.3,35.571,-54.9,61.9,Yes
5.024,1.144,5.651,0.6256,0.4734,29.614,-35.6,55.8,No
5.03,0.435,2.194,0.2661,0.0978,6.37,-68.2,42.9,No
4.926,1.751,8.594,3.1694,2.5422,141.608,-25.8,88.2,Yes
5.029,0.324,1.645,0.1543,0.177,3.166,-77.7,44.0,No
5.045,0.131,0.668,0.0381,0.0326,1.156,-83.7,35.0,No
4.937,2.577,12.716,2.7949,3.2781,136.597,-21.8,75.9,Yes
4.905,2.044,10.063,3.7221,4.1791,115.718,-12.5,89.4,Yes
4.989,1.836,9.133,1.7387,1.7205,56.994,-35.2,75.7,Yes
5.003,1.125,5.66,0.7166,0.4763,26.073,-46.2,59.2,Yes
4.923,2.068,10.316,2.1756,2.0658,96.298,-13.2,70.9,Yes
4.946,2.506,12.344,1.8478,3.4612,130.373,-5.3,81.5,Yes
4.88,2.263,11.121,2.5715,2.9044,107.047,-15.5,82.9,Yes
5.045,0.182,0.951,0.2468,0.1463,2.623,-63.2,39.2,No
5.03,0.082,0.437,0.1266,0.0393,1.484,-87.9,37.2,No
5.037,0.236,1.195,0.1949,0.214,3.322,-55.7,43.8,No
5.025,0.917,4.663,0.6254,0.749,29.456,-62.1,54.3,Yes
5.033,0.32,1.623,0.2122,0.0353,5.649,-56.8,44.6,No
5.028,1.009,5.169,0.7646,0.7026,26.191,-62.5,68.1,Yes
4.997,0.521,2.628,0.3181,0.1925,6.125,-43.3,53.8,No
4.995,0.456,2.32,0.3339,0.2613,7.828,-52.5,48.0,No
5.007,0.458,2.261,0.2374,0.2637,7.558,-62.1,53.5,No
4.944,1.765,8.717,2.441,2.1363,46.097,-20.1,69.4,Yes
5.011,0.751,3.801,0.4772,0.6226,18.651,-39.5,62.2,No
5.003,0.614,3.046,0.6198,0.5036,28.599,-48.3,60.7,Yes
5.003,0.521,2.646,0.2779,0.1928,7.569,-57.1,50.0,No
5.014,0.86,4.286,0.6132,0.6731,19.533,-46.2,60.7,Yes
5.016,1.271,6.29,0.4983,0.5904,20.207,-42.4,64.6,No
5.037,0.127,0.634,0.1087,0.0666,3.186,-88.0,38.7,No
4.893,2.514,12.24,3.5827,3.0598,119.45,-28.5,87.6,Yes
5.015,0.148,0.77,0.1597,0.0632,5.581,-72.6,36.8,No
5.038,0.764,3.713,0.8107,0.7361,10.795,-36.5,61.2,Yes
5.036,0.308,1.574,0.1336,0.1968,5.718,-57.0,43.1,No
4.826,2.426,11.551,3.5619,3.5712,110.178,-22.7,78.1,Yes
4.894,2.014,9.723,2.9877,3.5118,135.382,-19.0,87.2,Yes
4.904,1.976,9.608,2.3475,2.0359,137.112,-8.0,80.6,Yes
5.053,0.177,0.883,0.0965,0.0698,1.094,-87.6,35.4,No
4.986,1.012,4.995,0.7873,0.6982,10.264,-46.5,57.3,Yes
4.948,1.582,7.853,2.2056,1.7247,46.162,-44.6,72.5,Yes
5.018,0.122,0.61,0.0859,0.0802,1.58,-76.4,38.8,No
5.046,0.169,0.85,0.0838,0.029,2.644,-76.9,32.8,No
4.98,1.205,6.018,0.5483,0.5885,14.876,-53.3,62.6,No
5.04,0.968,4.763,0.8552,0.3477,33.804,-33.3,61.7,No
5.032,1.023,5.146,0.5696,0.8398,31.741,-34.2,61.9,No
5.046,0.063,0.302,0.0639,0.0,2.677,-93.0,36.7,No
5.073,0.034,0.173,0.0507,0.0,1.592,-84.4,30.4,No
4.886,2.225,10.813,2.5487,3.4222,134.409,-12.7,80.8,Yes
4.912,2.236,10.99,2.2493,2.5422,144.939,-16.7,75.7,Yes
4.914,2.219,10.956,2.0384,3.2439,147.928,-13.0,80.1,Yes
5.052,0.066,0.313,0.0449,0.055,1.903,-79.1,35.4,No
5.048,0.16,0.83,0.1061,0.1068,7.409,-84.8,47.8,No
4.951,2.193,10.845,2.9619,3.249,146.946,-32.7,82.7,Yes
4.901,2.368,11.639,2.5884,3.2782,97.914,-11.1,77.8,Yes
4.89,2.798,13.82,3.0203,3.3517,79.842,-19.9,95.0,Yes
4.992,0.698,3.471,0.4869,0.6075,26.598,-33.5,59.9,Yes
5.061,0.073,0.364,0.0466,0.0707,2.613,-91.3,37.9,No
4.95,1.668,8.234,2.7371,3.0769,129.403,-15.6,71.5,Yes
5.02,0.527,2.649,0.3008,0.1619,5.669,-48.8,49.6,No
4.898,2.959,14.52,3.8634,3.0183,113.567,-12.2,85.6,Yes
5.017,0.393,1.953,0.1592,0.1669,5.705,-79.3,42.3,No
4.991,0.853,4.153,0.7276,0.5087,13.984,-45.2,64.2,Yes
5.056,0.132,0.697,0.0714,0.011,1.963,-75.0,34.3,No
4.994,2.106,10.5,1.4652,2.0489,87.92,-28.1,66.4,Yes
5.02,1.268,6.376,0.3727,0.7199,33.195,-46.4,57.0,Yes
4.898,1.828,8.979,2.2741,4.583,118.9,-13.6,72.6,Yes
5.046,0.074,0.382,0.0676,0.0441,1.77,-85.0,34.4,No
4.99,0.983,4.886,0.5207,0.3455,16.528,-65.0,68.0,No
5.008,1.081,5.385,0.8295,0.3458,32.576,-42.8,55.2,No
4.894,2.165,10.491,1.9663,2.7233,111.359,-14.9,84.2,Yes
4.851,2.272,10.975,3.3831,3.3562,128.022,-15.9,78.3,Yes
4.959,1.936,9.648,2.4537,1.3253,63.766,-49.5,72.9,Yes
4.911,2.408,11.759,3.8375,3.3915,86.63,-42.0,86.6,Yes
5.01,0.279,1.376,0.1932,0.0307,2.613,-74.7,47.2,No
4.892,1.598,7.875,2.6281,3.7226,123.644,-19.8,81.4,Yes
4.943,1.999,9.914,1.828,2.1627,92.194,-44.5,74.5,Yes
5.007,1.1,5.494,0.364,0.5352,38.131,-47.7,60.7,Yes
4.876,2.453,11.957,3.24,2.8809,132.786,-41.9,82.8,Yes
5.038,0.091,0.475,0.1076,0.0404,2.011,-81.2,36.7,No
4.935,2.154,10.761,2.6609,2.9601,91.283,-16.5,87.4,Yes
4.859,2.3,11.016,3.3721,2.6188,95.79,-23.9,76.3,Yes
5.042,0.055,0.285,0.0333,0.0528,1.565,-89.0,30.0,No
5.015,1.035,5.271,0.8174,0.5074,29.983,-47.2,56.9,No
4.887,2.408,11.698,3.6135,2.7576,141.73,-24.3,87.5,Yes
5.037,0.488,2.461,0.2952,0.2699,7.704,-75.2,48.8,No
4.988,1.59,7.902,1.9326,1.7043,54.657,-29.4,71.3,Yes
5.011,0.706,3.572,0.5978,0.3276,25.177,-61.4,60.0,Yes
5.026,0.178,0.908,0.2602,0.0739,3.474,-69.0,43.5,No
4.872,2.148,10.516,3.6915,3.1656,98.89,-23.3,84.8,Yes
4.994,1.567,7.949,1.4089,1.6768,84.037,-41.3,75.2,Yes
5.064,0.093,0.458,0.1001,0.0443,2.56,-82.9,36.3,No
5.032,0.286,1.453,0.1368,0.158,1.172,-72.4,44.2,No
5.026,0.137,0.727,0.031,0.0046,1.798,-89.5,38.8,No
4.944,1.794,8.853,3.1308,2.9857,127.64,-9.9,74.4,Yes
4.909,2.396,11.833,2.9714,3.9254,86.266,-2.6,84.8,Yes
5.036,0.104,0.509,0.0261,0.024,2.652,-99.0,41.7,No
4.896,2.543,12.316,2.8213,3.8535,108.578,-26.9,69.4,Yes
5.017,0.024,0.145,0.0278,0.0264,2.853,-99.2,41.2,No
5.024,0.396,1.968,0.2259,0.1432,2.927,-70.6,41.4,No
5.048,0.154,0.789,0.0318,0.052,1.954,-76.0,36.1,No
5.059,0.168,0.845,0.0518,0.0683,1.895,-92.2,33.9,No
5.063,0.035,0.172,0.0352,0.0286,0.543,-90.4,38.1,No
5.034,0.244,1.261,0.1212,0.1205,4.661,-66.5,43.3,No
4.874,2.028,9.959,3.2433,3.6139,122.437,-20.5,78.9,Yes
4.987,1.246,6.184,0.3715,0.8033,10.691,-44.1,57.4,No
4.901,2.882,14.139,3.7087,2.5649,134.737,-10.7,88.1,Yes
4.869,2.213,10.706,3.2886,2.6529,78.655,-13.1,77.8,Yes
4.995,0.621,3.131,0.5854,0.7558,22.579,-62.4,53.7,Yes
4.933,2.58,12.704,2.914,3.9998,78.668,-13.6,90.7,Yes
5.01,1.227,6.1,0.6364,0.379,24.176,-56.0,67.2,Yes
5.014,0.121,0.618,0.072,0.1039,6.291,-80.9,37.3,No
4.871,1.941,9.542,3.3662,3.8011,106.215,-22.7,84.1,Yes
4.977,1.858,9.196,1.3738,1.6299,40.158,-41.9,80.9,Yes
4.959,1.79,9.017,3.7259,2.6543,83.024,-34.3,78.1,Yes
5.037,0.246,1.245,0.165,0.0903,2.388,-74.7,45.6,No
5.037,1.045,5.339,0.8798,0.4858,15.761,-61.2,62.7,No
4.969,1.818,9.023,1.8028,2.7248,132.939,-26.5,87.6,Yes
5.024,0.392,2.012,0.153,0.2076,2.549,-79.2,39.9,No
5.036,0.16,0.804,0.0114,0.0456,1.925,-80.1,33.2,No
4.906,2.563,12.636,2.2148,2.4148,109.776,-7.4,83.7,Yes
5.032,0.343,1.737,0.1281,0.0926,4.865,-71.4,43.0,No
5.005,0.778,3.909,0.7989,0.3945,32.109,-50.2,59.8,No
5.042,0.424,2.1,0.2569,0.2592,6.69,-52.4,51.8,No
5.0,1.059,5.254,0.4726,0.77,35.447,-58.8,69.7,Yes
4.986,1.816,9.069,2.1777,1.9818,73.826,-29.1,71.8,Yes
4.986,1.003,5.112,0.5414,0.3429,9.056,-52.3,61.9,No
4.928,2.779,13.738,2.9284,4.0714,111.499,-27.0,84.7,Yes
5.041,0.376,1.916,0.0717,0.2059,5.354,-52.0,32.0,No
4.997,0.829,4.099,0.6295,0.5305,17.71,-35.9,64.5,Yes
4.984,1.282,6.4,0.6275,0.5284,39.389,-47.7,62.5,No
4.927,2.472,12.231,3.0337,4.5644,78.427,-24.2,93.9,Yes
5.049,0.348,1.747,0.0835,0.1002,1.574,-60.8,45.4,No
5.038,0.437,2.191,0.2244,0.0814,4.141,-62.5,38.4,No
4.99,0.46,2.311,0.3064,0.2258,7.028,-62.2,47.5,No
5.045,0.137,0.69,0.0732,0.0224,1.384,-90.3,35.1,No
5.039,0.379,1.941,0.0761,0.0911,2.788,-71.6,45.3,No
4.99,0.457,2.287,0.2194,0.2083,6.638,-55.4,49.4,No
5.032,1.027,5.233,0.6132,0.85,36.518,-48.6,65.9,No
5.021,0.186,0.921,0.1988,0.073,7.198,-63.9,41.3,No
5.026,0.41,1.992,0.267,0.2268,5.854,-48.3,45.5,No
4.901,2.054,10.16,2.4568,2.8402,84.332,-9.0,90.0,Yes
5.013,0.298,1.515,0.2617,0.1151,6.687,-72.7,42.2,No
4.975,1.913,9.496,1.6369,1.5658,63.551,-38.3,83.0,Yes
4.969,1.413,7.047,1.479,1.4272,47.403,-27.3,68.3,Yes
5.022,0.527,2.598,0.2401,0.1924,7.58,-63.8,51.8,No
5.005,0.42,2.102,0.293,0.2406,5.772,-59.1,44.0,No
5.002,0.497,2.472,0.2557,0.1603,5.686,-78.3,53.0,No
4.951,2.166,10.668,2.4208,2.9216,102.036,-17.9,77.7,Yes
5.009,0.859,4.253,0.4213,0.3643,20.355,-58.8,65.5,No
4.891,3.071,15.125,3.393,3.6664,135.962,-34.3,83.3,Yes
5.004,0.654,3.33,0.5708,0.4317,27.4,-30.0,58.7,No
4.928,2.628,13.039,2.9156,2.7996,95.266,-24.6,89.0,Yes
5.031,0.521,2.693,0.2672,0.2813,5.715,-64.9,48.6,No
5.01,0.824,4.022,0.559,0.3248,14.687,-38.1,65.3,Yes
5.005,0.875,4.436,0.8563,0.8323,36.984,-43.8,68.8,Yes
5.011,1.0,4.92,0.6651,0.455,22.315,-47.6,52.0,No
5.016,0.108,0.542,0.2586,0.0255,3.8,-87.7,45.1,No
5.032,0.346,1.752,0.1899,0.0785,0.992,-71.3,44.6,No
4.99,1.685,8.403,2.1725,2.3803,90.326,-26.2,83.0,Yes
5.04,1.104,5.538,0.502,0.6371,22.011,-36.9,58.6,No
4.952,1.743,8.505,1.8025,1.4227,76.81,-49.6,76.2,Yes
4.981,0.828,4.032,0.7894,0.4498,37.972,-57.9,64.9,Yes
4.966,1.988,9.864,1.8211,1.5624,38.61,-43.9,70.4,Yes
4.889,2.301,11.304,3.4055,3.0829,130.994,-6.0,87.9,Yes
4.866,2.233,11.021,3.1054,4.0913,107.867,-27.4,88.8,Yes
5.019,0.444,2.224,0.2643,0.2143,7.438,-55.8,46.9,No
4.944,1.505,7.441,1.8615,1.1848,49.06,-42.4,62.0,Yes
5.031,0.315,1.579,0.1326,0.1549,3.823,-66.8,44.2,No
5.017,0.09,0.461,0.0183,0.0241,1.286,-80.1,37.5,No
4.911,2.063,10.096,3.06,3.5207,83.325,-20.5,72.0,Yes
5.003,0.726,3.69,0.4161,0.6148,38.464,-59.5,65.4,Yes
5.018,0.893,4.432,0.7632,0.567,28.167,-60.8,64.4,Yes
4.964,1.982,9.836,1.8459,2.0256,82.679,-44.3,71.8,Yes
4.888,2.581,12.689,3.4404,3.3723,105.461,-20.3,87.3,Yes
4.85,2.288,11.116,3.5223,4.3725,135.465,-7.3,90.9,Yes
5.036,0.072,0.355,0.0313,0.0736,1.398,-84.1,39.3,No
5.026,0.428,2.155,0.0945,0.1911,3.398,-79.5,46.7,No
5.053,0.072,0.378,0.0804,0.0604,1.484,-85.0,34.0,No
5.002,0.64,3.272,0.3938,0.5865,24.537,-52.0,55.4,Yes
5.029,0.276,1.362,0.211,0.2221,1.829,-59.9,46.2,No
4.994,0.966,4.848,0.4572,0.4152,33.258,-46.7,60.5,No
4.955,2.377,11.724,3.0581,2.5288,118.935,-24.2,83.5,Yes
5.026,0.357,1.783,0.2702,0.0819,2.808,-68.3,45.9,No
5.04,0.159,0.82,0.0952,0.077,3.055,-93.7,31.8,No
5.045,0.171,0.871,0.0078,0.0352,2.595,-90.6,35.4,No
5.028,1.07,5.351,0.3725,0.4268,18.805,-57.2,69.3,Yes
5.031,0.173,0.856,0.1474,0.0248,6.943,-67.0,39.5,No
5.049,0.187,0.935,0.0352,0.0286,0.547,-90.6,30.0,No
5.014,1.002,5.047,0.5098,0.3177,40.344,-44.6,70.1,Yes
4.98,1.228,6.042,0.5335,0.7177,16.921,-46.6,67.6,Yes
5.03,0.108,0.548,0.2016,0.1659,5.044,-62.4,41.7,No
4.931,1.316,6.578,1.3599,1.9211,68.863,-48.7,73.5,Yes
5.009,0.643,3.245,0.5637,0.4561,20.926,-50.5,65.0,No
4.937,1.822,8.997,2.0732,1.1805,45.261,-32.0,65.5,Yes
5.03,0.208,1.032,0.101,0.1496,1.701,-76.9,43.8,No
4.992,0.833,4.182,0.726,0.3581,18.376,-50.0,59.9,No
5.017,1.009,5.013,0.7934,0.803,14.775,-30.0,55.5,Yes
4.897,2.111,10.284,2.8012,3.7311,111.606,-22.7,85.1,Yes
4.999,0.604,2.95,0.4327,0.4068,18.366,-50.7,66.2,Yes
4.901,2.331,11.505,2.1308,2.864,117.615,-3.4,79.4,Yes
5.065,0.115,0.585,0.262,0.1917,1.797,-66.5,42.3,No
4.923,2.943,14.57,2.8742,3.1867,121.015,-17.2,81.1,Yes
4.985,1.707,8.432,1.7085,1.8275,55.397,-19.8,63.0,Yes
5.042,0.043,0.224,0.0782,0.0,1.772,-85.0,39.3,No
5.043,0.343,1.762,0.277,0.1978,1.821,-96.6,41.9,No
4.913,2.858,14.074,2.5749,4.0243,139.701,-23.0,82.5,Yes
5.047,0.029,0.139,0.0392,0.0456,2.186,-100.9,34.9,No
4.916,1.872,9.121,2.0325,3.0188,144.648,-9.6,86.7,Yes
4.929,1.644,8.147,1.8318,3.3388,125.393,-16.1,83.7,Yes
4.871,2.037,9.949,3.056,2.609,145.785,-12.4,73.1,Yes
4.917,2.048,10.154,2.5944,4.3751,102.139,-10.3,84.2,Yes
5.056,0.083,0.441,0.0282,0.0655,0.828,-87.4,31.7,No
4.894,2.337,11.54,1.855,2.4855,134.249,-15.4,83.1,Yes
5.069,0.066,0.345,0.1134,0.0512,1.823,-98.0,44.6,No
4.927,3.027,15.03,2.9329,3.6788,119.111,-19.4,83.3,Yes
5.033,0.117,0.58,0.0767,0.0283,0.98,-87.0,31.3,No
4.965,1.841,9.229,1.908,2.1161,46.81,-41.8,79.8,Yes
5.016,0.864,4.322,0.3834,0.3013,9.092,-41.6,70.1,No
5.024,0.4,2.063,0.1997,0.2518,7.584,-68.4,51.5,No
4.997,1.042,5.202,0.6041,0.6169,22.25,-51.6,62.6,No
4.917,2.053,10.036,1.8459,1.7704,43.495,-40.6,79.7,Yes
4.92,1.837,8.901,2.5839,2.7359,134.014,-17.0,95.0,Yes
5.0,0.352,1.755,0.2797,0.1001,3.224,-82.7,44.0,No
5.044,0.476,2.407,0.2636,0.2775,5.817,-53.9,51.6,No
4.992,1.376,6.94,1.6822,2.1852,48.909,-38.1,65.6,Yes
5.057,0.076,0.388,0.0013,0.0551,0.854,-97.2,38.5,No
4.909,2.134,10.551,2.8766,2.2134,120.642,-16.5,80.9,Yes
5.004,0.5,2.479,0.2962,0.1746,7.504,-76.0,47.7,No
5.046,0.094,0.475,0.1043,0.0742,0.973,-101.0,44.4,No
5.036,0.115,0.578,0.0536,0.0135,0.963,-93.3,37.5,No
4.912,1.564,7.863,2.588,2.9653,119.752,-16.6,76.1,Yes
5.038,0.215,1.085,0.0766,0.0446,1.723,-74.8,43.2,No
4.903,2.31,11.41,3.2984,3.4675,115.593,-29.3,76.8,Yes
5.009,0.335,1.664,0.0389,0.1771,2.375,-90.4,42.6,No
5.044,0.162,0.821,0.0515,0.0675,3.354,-76.5,33.7,No
5.038,0.169,0.836,0.2902,0.1991,2.361,-67.2,45.9,No
5.056,0.078,0.374,0.0969,0.0082,2.567,-94.7,38.7,No
5.037,0.662,3.332,0.8851,0.4336,33.576,-40.2,59.2,Yes
4.892,1.627,7.916,1.9088,2.7331,111.965,-22.8,77.7,Yes
5.04,0.2,0.975,0.105,0.2175,4.791,-58.1,50.3,No
5.03,0.493,2.442,0.2892,0.1797,5.784,-75.6,51.5,No
5.047,0.027,0.14,0.0041,0.0104,0.5,-102.8,38.4,No
5.021,0.195,0.969,0.172,0.1969,2.567,-80.5,46.9,No
4.932,2.228,11.024,2.5223,2.0549,118.748,-19.7,76.3,Yes
5.029,0.223,1.168,0.1611,0.1384,6.928,-68.2,42.0,No
4.882,2.347,11.26,3.2725,3.3755,132.65,-15.2,88.1,Yes
5.064,0.152,0.77,0.1069,0.036,0.71,-85.7,31.5,No
5.049,0.028,0.157,0.1017,0.0545,3.048,-81.1,30.6,No
5.032,0.987,5.088,0.6748,0.7199,36.215,-35.3,56.4,No
4.988,0.668,3.353,0.6867,0.4627,19.701,-38.6,64.9,Yes
4.976,1.663,8.306,1.8158,1.7222,68.452,-33.9,66.6,Yes
5.012,0.379,1.871,0.2216,0.0409,1.123,-78.3,47.4,No
5.016,0.755,3.888,0.8277,0.8352,36.928,-45.7,61.8,No
5.03,0.379,1.932,0.21,0.0891,6.176,-71.6,41.5,No
4.98,1.879,9.361,1.9103,1.3166,92.92,-30.0,77.5,Yes
5.026,0.403,2.025,0.1104,0.0915,4.706,-85.1,39.5,No
4.99,0.999,4.967,0.7647,0.4681,14.377,-54.6,62.0,No
4.851,2.975,14.594,2.3187,3.7019,93.809,-30.7,84.3,Yes
4.915,2.168,10.619,2.5419,3.4026,104.237,-21.0,84.7,Yes
5.037,0.083,0.425,0.0629,0.0221,1.055,-89.6,38.4,No
5.037,0.197,0.988,0.1795,0.1403,6.956,-53.8,39.1,No
4.994,1.754,8.768,2.0855,2.0685,52.117,-41.2,68.2,Yes
5.008,0.948,4.728,0.4789,0.445,33.978,-65.0,59.6,No
5.029,0.496,2.455,0.3234,0.1898,6.416,-66.5,53.4,No
4.941,2.117,10.284,2.5518,3.2418,100.233,-15.5,74.7,Yes
4.99,0.469,2.325,0.1994,0.1943,6.927,-68.6,49.2,No
4.991,1.882,9.313,1.4201,1.2482,61.856,-39.5,70.0,Yes
5.021,0.689,3.232,0.7401,0.6096,19.502,-45.1,58.7,Yes
4.871,2.281,10.958,3.6004,3.0635,99.781,-12.7,93.4,Yes
5.049,0.069,0.343,0.0779,0.0528,0.765,-83.9,34.8,No
4.9,1.92,9.403,2.022,3.1699,98.65,-8.6,80.8,Yes
4.926,2.338,11.461,1.8713,2.2158,112.582,-15.5,87.8,Yes
5.05,0.141,0.704,0.081,0.0659,2.902,-86.3,40.0,No
4.944,1.889,9.416,1.2439,1.893,80.795,-55.2,73.7,Yes
5.01,0.489,2.396,0.308,0.155,7.588,-62.2,50.2,No
4.967,2.096,10.438,3.1414,2.2131,124.563,-15.5,81.5,Yes
